,X,y
14223,1643,
14224,1706,
14225,1709,
14226,1712,
14227,1713,
14228,1689,
14229,years,
14230,1718–1783,
14231,1715,
14232,five-year-old,
14233,1774,
14234,1718,
14235,1733,
14236,Franco,
14237,1738,
14238,Two years later,
14239,1740,
14240,1748,
14241,the Seven Years' War,
14242,1762,
14243,1759,
14244,1763,
14245,the Seven Years' War,
14246,1766,
14247,1778,
14248,1783,
14249,1782,
14250,18th-century,
14251,the 18th century,
14252,the century,
14253,Around 1750,
14254,1748,
14255,1750,
14256,1759,
14257,1774,
14258,A decade later,
14259,Seven Years',
14260,Several years,
14261,February 1787,
14262,January,
14263,14 July 1789,
14264,August 1788,
14265,May 1789,
14266,20 June 1789,
14267,14 July 1789,
14268,14 July each year,
14269,15 July,
14270,August 1789,
14271,15 July,
14272,17 July,
14273,several weeks,
14274,July,
14275,August 1789,
14276,4 and 11 August 1789,
14277,27 August 1789,
14278,October 1789,
14279,December 1790,
14280,October 1789,
14281,November 1789,
14282,July 1790,
14283,October,
14284,late November 1790,
14285,June–September 1791,
14286,June 1791,
14287,August 1791,
14288,October 1791,
14289,August 1792,
14290,1 October 1791,
14291,the next 1+1⁄2 years,
14292,August 1791,
14293,20 April 1792,
14294,Late April 1792,
14295,the summer of 1792,
14296,10 August 1792,
14297,11:00am,
14298,19 August,
14299,Late August 1792,
14300,26 August,
14301,September 1792,
14302,3,
14303,September 1792,
14304,3 September,
14305,20 September 1792,
14306,21 September,
14307,the year 1792,
14308,November 1792 – spring 1793,
14309,earlier in 1792,
14310,November,
14311,January 1793.Introduction,
14312,February 1793,
14313,March,
14314,1790,
14315,March,
14316,That month,
14317,6 April 1793,
14318,"nine, later",
14319,That month,
14320,the spring of 1793,
14321,May–June 1793,
14322,late 1791,
14323,24 May 1793,
14324,25 May,
14325,29 May 1793,
14326,2 June 1793,
14327,early May,
14328,that day,
14329,1793,
14330,July 1793,
14331,April 1794,
14332,the summer of 1793,
14333,2 June,
14334,June–July 1793,
14335,July,
14336,1 August,
14337,March,
14338,August,
14339,August–September 1793,
14340,April 1793,
14341,5 September,
14342,the day,
14343,17 September,
14344,the end of July 1794,
14345,10+1⁄2 months ',
14346,19 September,
14347,1 October,
14348,October,
14349,March 1793,
14350,August,
14351,Late August 1793,
14352,Mid-October,
14353,October,
14354,June,
14355,17 October 1793,
14356,October,
14357,February 1794,
14358,November 1793,
14359,December,
14360,between November 1793 and,
14361,April 1794,
14362,October,
14363,12 December 1793,
14364,1794,
14365,1796,
14366,February–July 1794,
14367,July 1793,
14368,5 February 1794,
14369,March,
14370,5 April,
14371,A week later,
14372,10 June 1794,
14373,May and June 1794,
14374,April 1793,
14375,29 June 1794,
14376,26 July,
14377,27 July 1794,
14378,28 July,
14379,29 July,
14380,10 June 1794,
14381,June 1793,
14382,August 1794,
14383,October 1795,
14384,July 1794,
14385,seven-day weeks,
14386,21 February 1795,
14387,1790,
14388,October 1795,
14389,1790,
14390,winter,
14391,October 1789 March,
14392,1 April 1795,
14393,May,
14394,Late 1794,
14395,January 1795,
14396,April 1795,
14397,October 1795,
14398,November 1799,
14399,October 1795,
14400,five-year,
14401,each year one,
14402,Sundays,
14403,"République!'""French",
14404,1796,
14405,1797,
14406,the spring of 1797,
14407,4 September 1797,
14408,1792,
14409,ten-day week,
14410,the tenth day,
14411,Sunday,
14412,1798,
14413,1799,
14414,1799,
14415,9–10 November 1799,
14416,1799–1815,
14417,21 July 1798,
14418,Only a few weeks later,
14419,1–3 August 1798,
14420,1799,
14421,1799,
14422,1800,
14423,1801,
14424,1801,
14425,1804,
14426,1805,
14427,16–19 October 1805,
14428,Franco,
14429,21 October 1805,
14430,2 December 1805,
14431,1806,
14432,14 June 1807,
14433,1807,
14434,1807,
14435,June and July 1808,
14436,21 August 1808,
14437,1808,
14438,April 1809,
14439,October 1809,
14440,1812,
14441,1812,
14442,late 1812,
14443,June 1813,
14444,July–August 1813,
14445,October 1813,
14446,February 1814,
14447,6 April 1814,
14448,the Hundred Days,
14449,1815,
14450,the 1780s,
14451,the 1790s,
14452,the 1790s,
14453,the 1790s,
14454,Long 19th century,
14455,The century,
14456,1814 to,
14457,1873,
14458,every few months,
14459,1814,
14460,1830,
14461,1848,
14462,1870,
14463,the 1880s,
14464,1812,
14465,the 21st century,
14466,this day,
14467,1796,
14468,1810 to 1914,
14469,the 21st century,
14470,1810,
14471,1914,
14472,1970,
14473,1815,
14474,annual,
14475,1820,
14476,the 20th century,
14477,1872,
14478,1801,
14479,1814,
14480,the 1790–1814 period,
14481,1790,
14482,1815,
14483,1870,
14484,1820 to 1830,
14485,its late-18th century Revolution,
14486,the late 19th,
14487,early 20th centuries,
14488,1870–1913 era,
14489,pre-1789,
14490,1814 to 1824,
14491,two decades,
14492,15-year,
14493,two decades,
14494,1815,
14495,1825,
14496,every year,
14497,1821,
14498,1829,
14499,1823,
14500,1830,
14501,only three weeks,
14502,July,
14503,16 May 1830,
14504,three glorious days,
14505,26–29 July 1830,
14506,22 November 1831,
14507,1847,
14508,22 February 1848,
14509,the 1840s,
14510,1848,
14511,15 May 1848,
14512,June 1848,
14513,June 1848,
14514,December 1848,
14515,10 December 1848,
14516,1848,
14517,late April 1849,
14518,June 1849,
14519,August,
14520,the beginning of October 1849,
14521,1850,
14522,1879,
14523,the 1860s,
14524,1870,
14525,1851,
14526,1852,
14527,1870,
14528,1852,
14529,1859,
14530,1860–1861,
14531,the 1860s,
14532,1862,
14533,1861–1867,
14534,1870,
14535,1854,
14536,1854–55,
14537,1854,
14538,1856,
14539,1867,
14540,1866,
14541,The next year,
14542,1869,
14543,1–2 September 1870.Two days later,
14544,4 September 1870,
14545,27 October 1870,
14546,28 January 1871,
14547,1870 to 1914,
14548,1857,
14549,two or three centuries,
14550,1880,
14551,8 February 1871,
14552,16 February 1871,
14553,late 1870 to early 1871,
14554,18 March 1871,
14555,1830,
14556,1848,
14557,26 March 1871,
14558,1809–1855,
14559,two months,
14560,21–28 May 1871,
14561,1873,
14562,1874,
14563,early 1876,
14564,May 1877,
14565,1879,
14566,January 1886,
14567,1898,
14568,the 1930s,
14569,between 1895 and 1914,
14570,1879 to 1914,
14571,1871 to 1914,
14572,1871,
14573,1914,
14574,1898,
14575,1875,
14576,1882,
14577,1918–1919,
14578,1894,
14579,1904,
14580,1907,
14581,1894,
14582,a decade,
14583,1906,
14584,1899,
14585,1889,
14586,1879,
14587,1880,
14588,1880 to 1890,
14589,1801,
14590,1881,
14591,1882,
14592,1878,
14593,1884,
14594,1892,
14595,1904,
14596,1902,
14597,1905,
14598,1919,
14599,The end of the 19th,
14600,the beginning of the 20th century,
14601,1889,
14602,only a few decades,
14603,the 16th century,
14604,1814,
14605,1830,
14606,1954,
14607,1962,
14608,1765,
14609,1850,
14610,1880,
14611,1884,
14612,1920,
14613,1939,
14614,the end of the,
14615,27 October 1946,
14616,1958,
14617,pre-1939,
14618,2013,
14619,the 1970s,
14620,1911,
14621,1936,
14622,the early twentieth century,
14623,the 1930s,
14624,the 1940s,
14625,1945,
14626,1946,
14627,1966,
14628,1990,
14629,1945,
14630,2000,
14631,2004,
14632,1914,
14633,August,
14634,two years,
14635,1917,
14636,spring 1918,
14637,November 1918,
14638,three years,
14639,1913,
14640,1914,
14641,a few short weeks,
14642,late July,
14643,1 August,
14644,3 August,
14645,4 August,
14646,7 August,
14647,1915,
14648,20 August,
14649,early September,
14650,the first few months,
14651,September 1914,
14652,March 1918,
14653,10 months,
14654,21 February to 18 December 1916,
14655,November 1916,
14656,1914 to 1918,
14657,1917,
14658,1917,
14659,the spring of 1918,
14660,March 1918,
14661,May,
14662,15 July to 6 August 1918,
14663,11 November 1918,
14664,1913,
14665,1914,
14666,1915,
14667,1917,
14668,1913,
14669,1913,
14670,1919,
14671,1914,
14672,1935,
14673,1970,
14674,1919,
14675,1919,
14676,20 years,
14677,years,
14678,1925,
14679,1932,
14680,the 1920s,
14681,1940,
14682,1931,
14683,the 1920s,
14684,1930s,
14685,the 1929,
14686,1936 to 1937,
14687,two-week,
14688,1936,
14689,1938,
14690,1939,
14691,weeks,
14692,May 1940,
14693,six weeks,
14694,1947,
14695,14 June 1940,
14696,10 July 1940,
14697,22 June 1940,
14698,November 1942,
14699,the 1930s,
14700,monthly,
14701,1942,
14702,a century,
14703,1940,
14704,10 June 1944,
14705,1953,
14706,6 June 1944,
14707,15 August,
14708,late August 1944,
14709,September 1944,
14710,1944 to 1946,
14711,1945,
14712,1946,
14713,13 October 1946,
14714,1954,
14715,Only months later,
14716,1962,
14717,January 1946,
14718,1944 to 1946,
14719,1945,
14720,1947,
14721,1951,
14722,1951-55,
14723,1931,
14724,1946,
14725,five-year,
14726,1946 to 1953,
14727,nine months,
14728,30 months,
14729,1945,
14730,the 1950s,
14731,eight months,
14732,February 1954,
14733,July 1954,
14734,1956,
14735,1962,
14736,1956,
14737,1956,
14738,a mere few days,
14739,1958–1969,
14740,May 1958,
14741,May 1958,
14742,1962,
14743,May 1968,
14744,1968,
14745,1969,
14746,the late 1960s,
14747,1968,
14748,that year,
14749,1973,
14750,1974-1981,
14751,1976,
14752,22 September 1976,
14753,three-month,
14754,the early years,
14755,the early 1980s,
14756,later in the decade,
14757,the early 1990s,
14758,the late 1990s,
14759,2005,
14760,2008,
14761,2012,
14762,between 1700 and 1975,
14763,almost every year,
14764,1975,
14765,the early Eighties,
14766,1989 to early 21st century,
14767,the end of,
14768,2001,
14769,1990,
14770,1994,
14771,17 May 1995,
14772,1992,
14773,1999,
14774,1999,
14775,2002,
14776,The same year,
14777,2003,
14778,2002,
14779,2003,
14780,16 May 2007,
14781,2012,
14782,2014,
14783,December 2016,
14784,2017,
14785,2022,
14786,2017,
14787,the 1990s,
14788,2016,
14789,October 2005,
14790,the next three convulsive weeks,
14791,March 2012,
14792,January 2015,
14793,1911,
14794,1998,
14795,1988,
14796,1959,
14797,2000,
14798,1999,
14799,2004,
14800,2010,
14801,2009,
14802,Twentieth-Century,
14803,2005,
14804,1993,
14805,2008,
14806,2nd ed,
14807,1965,
14808,2009,
14809,1979,
14810,1994,
14811,the 19th century,
14812,1921,
14813,1824–1914,
14814,1789–1939,
14815,2004,
14816,1955,
14817,1815–1848,
14818,2014,
14819,Eighteenth-Century,
14820,2003,
14821,1995,
14822,2004,
14823,1789–1914,
14824,2nd ed,
14825,1993,
14826,1989,
14827,1972,
14828,1978,
14829,1294–1324,
14830,1974,
14831,2016,
14832,2003,
14833,1995,
14834,1975,
14835,2010,
14836,2002,
14837,1991,
14838,1995,
14839,2001,
14840,2012,
14841,1972,
14842,2002,
14843,1999,
14844,1999,
14845,1667–1714,
14846,1998,
14847,1968,
14848,1990,
14849,2005,
14850,2005,
14851,2010,
14852,2001,
14853,1994,
14854,1965,
14855,the eighteenth century,
14856,Spring 1988,
14857,3,
14858,286375,
14859,2003,
14860,1990,
14861,2nd ed,
14862,1998,
14863,1984,
14864,1997,
14865,1972,
14866,1999,
14867,1789–1799,
14868,29 April 2012,
14869,1981,
14870,2006,
14871,2004,
14872,1995,
14873,1770–1814,
14874,1989,
14875,2006,
14876,2015,
14877,1994,
14878,2nd ed,
14879,1995,
14880,1989,
14881,2002,
14882,1988,
14883,1962,
14884,1988,
14885,1911,
14886,2008,
14887,1987,
14888,1995,
14889,1984,
14890,1789–1799,
14891,1989,
14892,2003,
14893,2011,
14894,1992,
14895,2,
14896,1995,
14897,1994,
14898,2002,
14899,3054175,
14900,2006,
14901,1959,
14902,1760–1800,
14903,2013,
14904,1986,
14905,1): 87–107,
14906,493178,
14907,978-0691007892,
14908,2004,
14909,1913,
14910,2006,
14911,2003,
14912,1963,
14913,1969,
14914,1807–1815,
14915,1963,
14916,2013,
14917,2002,
14918,1999,
14919,1920,
14920,2014,
14921,1954,
14922,1984,
14923,1983,
14924,1931,
14925,1814–1830,
14926,1978,
14927,1994,
14928,1985,
14929,1852–1870,
14930,1988,
14931,1995,
14932,2008,
14933,1799–1914,
14934,1988,
14935,1988,
14936,1852–1871,
14937,1962,
14938,3): 308–329,
14939,285884,
14940,2018,
14941,1940,
14942,1815,
14943,1990,
14944,1870,
14945,1988,
14946,1914–1938,
14947,1949,
14948,1814–1940,
14949,2007,
14950,2001,
14951,1992,
14952,Twentieth-Century,
14953,1984,
14954,1871–1914,
14955,1987,
14956,2007,
14957,1969,
14958,2009,
14959,1870,
14960,2014,
14961,1976,
14962,1870–1914,
14963,1940,
14964,1815,
14965,1979,
14966,1848–1945,
14967,2016,
14968,August 1914,
14969,very first month,
14970,2005,
14971,1999,
14972,Winter,
14973,1999,
14974,1914–1919,
14975,1985,
14976,2004,
14977,1990,
14978,2nd ed,
14979,1984,
14980,1944,
14981,1990,
14982,1870,
14983,2006,
14984,2000,
14985,1969–1974,
14986,2004,
14987,1980,
14988,2015,
14989,the 1970s,
14990,2010,
14991,Brizzi,
14992,2012,
14993,2015,
14994,1991,
14995,2007,
14996,1974,
14997,1993,
14998,1945–1970,
14999,1992,
15000,Twentieth-Century,
15001,1992,
15002,1946–1991,
15003,1989,
15004,1944–1958,
15005,2009,
15006,1870,
15007,1997,
15008,1965,
15009,2010,
15010,Twentieth-Century,
15011,1994,
15012,1996,
15013,1951,
15014,Two Thousand Years,
15015,143402436,
15016,2003,
15017,4,
15018,161755361,
15019,1995,
15020,Winter 2011,
15021,2007,
15022,167–172,
15023,145711786,
15024,1904,
15025,1789–1901,
15026,thousands of years,
15027,today,
15028,thousands of years,
15029,about 500 thousand years ago,
15030,the end of the last glacial period,
15031,about 11,
15032,about 7 500 years ago,
15033,many centuries,
15034,1750-1850,
15035,the late 19th and 20th centuries,
15036,Today,
15037,today,
15038,today,
15039,today,
15040,today,
15041,today,
15042,the 20th century,
15043,today,
15044,the late 15th century,
15045,the 20th century,
15046,the end of the Thirty Years' War,
15047,19th centuries,
15048,the early 19th century,
15049,Thirty Years',
15050,1700,
15051,four million years ago,
15052,"around 12,000 years ago",
15053,the early ice ages,
15054,today,
15055,about 11,
15056,700 years ago,
15057,today,
15058,the 1st century,
15059,centuries,
15060,9 AD,
15061,the present day,
15062,the 2nd century,
15063,1570 to 1630,
15064,1675 to 1715,
15065,1600,
15066,1800,
15067,the end of the Migration Period,
15068,the 14th century,
15069,the 19th century,
15070,the 11th century,
15071,today,
15072,the 19th century,
15073,the Middle Ages,
15074,the Middle Ages,
15075,the 20th century,
15076,the 10th century,
15077,the end of the Middle Ages,
15078,an early date,
15079,the 13th century,
15080,1579,
15081,the 16th century,
15082,centuries,
15083,the end of the 18th century,
15084,winter,
15085,Today,
15086,today,
15087,today,
15088,today,
15089,today,
15090,15 or more years,
15091,2011,
15092,18 May 2011,
15093,2018,
15094,the 18th and 19th centuries,
15095,2010,
15096,²2002,
15097,3-935638-26-4,
15098,1938,
15099,2003,
15100,Geschichte des Waldes,
15101,1998,
15102,3-406-44058-4,
15103,2007,
15104,August,
15105,"Oder, 1886",
15106,1966,
15107,1989,
15108,3-406-08466-4,
15109,1977,
15110,the 1960s,
15111,1970,
15112,80s,
15113,the 1990s,
15114,these days,
15115,twenty years,
15116,2020,
15117,62-84,
15118,2013,
15119,2013,
15120,2006,
15121,the twenty-first century,
15122,2018,
15123,2014,
15124,1968–2017,
15125,2018,
15126,since 1945 (2011,
15127,136+,
15128,1600,
15129,Quarterly,
15130,2016,
15131,2004,
15132,"20070, Vol",
15133,1988,
15134,2018,
15135,2010,
15136,1999,
15137,1999,
15138,9781884964336,
15139,2003,
15140,2nd ed. 2017,
15141,2007,
15142,2022,
15143,the 1970s,
15144,2015,
15145,2017,
15146,445–60,
15147,1976,
15148,1880-1917,
15149,1995,
15150,1995,
15151,14 (2002,
15152,2004,
15153,2012,
15154,1986,
15155,1993,
15156,1993,
15157,2019,
15158,nineteenth-century,
15159,2017,
15160,Quarterly 52,
15161,2000,
15162,9,
15163,present-day,
15164,today,
15165,the Late Middle Ages,
15166,1517,
15167,the Thirty Years' War,
15168,Thirty Years',
15169,1803 to 1815,
15170,1866,
15171,1871,
15172,1879,
15173,1890,
15174,1 August 1914,
15175,11 November 1918,
15176,11 November 1918,
15177,9 November 1918,
15178,23 March 1933,
15179,1938,
15180,1 September 1939,
15181,1933,
15182,June 1944,
15183,8 May 1945,
15184,5 June 1945,
15185,23 March 1948,
15186,23 May 1949,
15187,7 October 1949,
15188,1989,
15189,1989,
15190,3 October 1990,
15191,Franco,
15192,1998–1999,
15193,annual,
15194,the early 2010s,
15195,2015,
15196,2022,
15197,11 million years ago,
15198,1907,
15199,"at least 600,000 years ago",
15200,Between 1994 and 1998,
15201,"380,000-year-old",
15202,1856,
15203,"40,000 years old",
15204,1858,
15205,1864,
15206,"40,000-year-old",
15207,"35,000-year-old",
15208,the beginning of the Neolithic,
15209,"8,000 years ago",
15210,"around 4,500 years ago",
15211,the 12th to 8th centuries,
15212,5th to 1st centuries,
15213,the 5th century,
15214,Early migrations,
15215,the 1st century,
15216,several days,
15217,the 1st century,
15218,9 AD,
15219,AD 100,
15220,85 AD,
15221,the Middle Ages,
15222,306–337 AD,
15223,the 3rd century,
15224,the end of the 4th century,
15225,December,
15226,the 9th century,
15227,1180,
15228,present-day,
15229,decades,
15230,200 years,
15231,The next 30 years,
15232,Christmas Day,
15233,800 AD,
15234,1531,
15235,the 12th century,
15236,1452,
15237,1806,
15238,years,
15239,years,
15240,1039 to 1056,
15241,1077,
15242,1122,
15243,Between 1095 and 1291,
15244,1157,
15245,July 1180,
15246,1254,
15247,the Late Middle Ages ( 12th to 15th centuries,
15248,the late 14th century,
15249,1361 to 1370,
15250,1356,
15251,1450,
15252,15th-century,
15253,the 14th century,
15254,the 10th and 11th century,
15255,1135,
15256,1230,
15257,150 years,
15258,the mid-15th century,
15259,1525,
15260,1111,
15261,the same year,
15262,1137,
15263,this early period,
15264,1156,
15265,1176,
15266,The following year,
15267,1183,
15268,1180,
15269,1918,
15270,1184 to 1186,
15271,Between 1212 and 1250,
15272,Between 1346 and 1378,
15273,1356,
15274,Between 1347 and 1351,
15275,1056,
15276,1190,
15277,the 12th century,
15278,1240,
15279,1288,
15280,the 18th century,
15281,About 100 years later,
15282,1230,
15283,Around 1439,
15284,the 15th to the 16th century,
15285,the 14th century,
15286,the fifteenth and sixteenth centuries,
15287,the fifteenth and sixteenth century,
15288,1438,
15289,1526,
15290,1806,
15291,the years between 1742 and 1745,
15292,1493,
15293,1495,
15294,the 15th century,
15295,1486,
15296,1512,
15297,1525,
15298,the fifteen century,
15299,the 15th,
15300,early 16th century,
15301,1517,
